Unnamed: 0,id,Book_length(mins)_avg,Book_length(mins)_overall,Price_avg,Price_overall,Review,Review10/10,Completion,Minutes_listened,Support_Request,Last_Visited_mins_Purchase_date,Target,Number_of_Books,Sort_Approch_Segment
1997,11299,1404.0,2808,5.99,11.99,0,,0.0,0.0,0,19,1,2,18
1998,11564,1188.0,1188,5.33,5.33,0,,0.12,142.56,0,183,0,1,22
1999,11765,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,1,1,1
2000,11919,1188.0,1188,4.12,4.12,0,,0.04,47.52,0,17,0,1,13
2001,12326,1188.0,1188,28.77,28.77,1,9.0,0.0,0.0,0,0,0,1,3
2002,12682,1188.0,1188,4.12,4.12,0,,0.0,0.0,0,284,1,1,25
2003,12900,1188.0,1188,5.99,5.99,0,,0.75,891.0,1,253,0,1,26
2004,13208,648.0,648,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2005,14513,1188.0,1188,5.99,5.99,0,,0.78,926.64,0,201,0,1,23
2006,14618,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2007,15034,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2008,15318,1188.0,1188,10.13,10.13,0,,0.05,59.4,0,0,0,1,3
2009,15503,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2010,16647,918.0,1836,5.6,11.19,0,,0.0,0.0,0,0,1,2,9
2011,18154,1620.0,1620,9.75,9.75,0,,0.22,356.4,0,226,0,1,27
2012,18192,1188.0,1188,6.92,6.92,0,,0.17,201.96,0,120,0,1,20
2013,19391,2160.0,2160,10.13,10.13,0,,0.0,0.0,0,0,0,1,3
2014,20113,1188.0,1188,5.33,5.33,1,9.0,0.0,0.0,0,1,1,1,10
2015,21045,1620.0,1620,5.33,5.33,0,,0.02,32.4,0,0,0,1,1
2016,23380,1620.0,1620,8.0,8.0,0,,0.04,64.8,0,87,0,1,21
2017,23398,1188.0,1188,4.12,4.12,1,10.0,0.47,558.36,0,276,0,1,25
2018,23639,1188.0,1188,10.13,10.13,0,,0.06,71.28,0,61,0,1,21
2019,25014,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,21,0,1,13
2020,26468,648.0,648,50.67,50.67,0,,0.63,408.24,0,124,0,1,21
2021,26955,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,1,0,1,10
2022,27597,2160.0,2160,7.99,7.99,0,,0.0,0.0,0,0,0,1,3
2023,28235,1188.0,1188,6.92,6.92,0,,0.06,71.28,0,317,0,1,26
2024,28588,1188.0,1188,6.13,6.13,0,,0.0,0.0,0,117,1,1,20
2025,29067,1620.0,1620,5.33,5.33,0,,0.0,0.0,1,190,1,1,22
2026,29884,1188.0,1188,5.99,5.99,0,,0.0,0.0,0,10,0,1,14
2027,31462,1188.0,1188,5.33,5.33,0,,0.39,463.32,0,3,0,1,11
2028,31679,1620.0,1620,10.13,10.13,0,,0.06,97.2,0,50,0,1,18
2029,32931,1188.0,1188,4.12,4.12,1,8.0,0.05,59.4,0,22,0,1,13
2030,33000,324.0,324,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2031,1643,1404.0,2808,6.92,13.85,0,,0.0,0.0,0,20,1,2,18
2032,1679,1188.0,1188,5.33,5.33,1,6.0,0.1,118.8,0,1,0,1,10
2033,2187,1224.0,3672,5.33,16.0,0,,0.0,0.0,0,0,1,3,9
2034,2277,1188.0,1188,6.13,6.13,1,10.0,0.0,0.0,0,28,1,1,17
2035,4204,1620.0,1620,5.33,5.33,0,,0.02,32.4,0,1,0,1,10
2036,4224,1188.0,1188,5.33,5.33,1,7.0,0.29,344.52,0,191,0,1,22
2037,4352,1080.0,1080,11.39,11.39,1,10.0,0.83,896.4,0,6,0,1,15
2038,4843,1620.0,1620,5.33,5.33,0,,0.76,1231.2,0,278,0,1,25
2039,4873,2160.0,2160,7.99,7.99,0,,0.0,0.0,0,48,0,1,17
2040,4941,1188.0,1188,5.87,5.87,0,,0.07,83.16,0,107,0,1,20
2041,5402,1620.0,1620,7.99,7.99,1,10.0,0.99,1603.8,0,78,0,1,20
2042,5658,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2043,7308,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2044,8041,2160.0,2160,7.99,7.99,0,,0.0,0.0,0,0,0,1,3
2045,8443,1188.0,1188,5.99,5.99,0,,0.09,106.92,0,1,0,1,11
2046,8798,1188.0,1188,6.09,6.09,0,,0.03,35.64,0,113,0,1,20
2047,8919,1188.0,1188,8.99,8.99,0,,0.22,261.36,0,7,0,1,15
2048,9019,2160.0,2160,10.13,10.13,0,,0.0,0.0,0,0,0,1,3
2049,9227,1620.0,1620,10.13,10.13,0,,0.0,0.0,0,0,0,1,3
2050,9360,1188.0,1188,13.15,13.15,1,10.0,0.88,1045.44,1,295,0,1,27
2051,9386,1620.0,1620,10.38,10.38,0,,0.01,16.2,0,55,0,1,18
2052,9700,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,1,0,1,10
2053,10131,1674.0,3348,6.92,13.85,0,,0.0,0.0,0,322,1,2,27
2054,10329,1188.0,1188,8.0,8.0,0,,0.0,0.0,0,0,0,1,3
2055,10848,1080.0,1080,5.99,5.99,0,,0.0,0.0,0,0,0,1,2
2056,11448,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,243,1,1,25
2057,13050,1620.0,1620,5.33,5.33,1,10.0,0.0,0.0,1,52,1,1,16
2058,14403,324.0,324,5.87,5.87,0,,0.0,0.0,0,0,0,1,2
2059,14557,1620.0,1620,5.1,5.1,0,,0.0,0.0,0,0,0,1,1
2060,14633,324.0,324,8.0,8.0,0,,0.04,12.96,0,1,0,1,12
2061,15019,1188.0,1188,10.13,10.13,0,,0.43,510.84,0,129,0,1,24
2062,15221,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,179,0,1,22
2063,15892,2160.0,2160,8.61,8.61,1,10.0,0.0,0.0,0,209,1,1,24
2064,16023,1188.0,1188,5.33,5.33,1,10.0,1.0,1188.0,2,252,0,1,25
2065,16149,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2066,16588,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,207,0,1,23
2067,16884,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2068,16958,1188.0,1188,5.33,5.33,0,,0.03,35.64,0,311,0,1,25
2069,17157,1188.0,1188,8.0,8.0,0,,0.0,0.0,2,14,1,1,15
2070,17416,2160.0,2160,6.92,6.92,0,,0.0,0.0,0,274,0,1,26
2071,17573,2160.0,2160,5.99,5.99,0,,0.0,0.0,0,0,0,1,2
2072,17746,2160.0,2160,10.13,10.13,0,,0.0,0.0,0,2,0,1,12
2073,19600,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,121,1,1,20
2074,19718,1188.0,1188,5.99,5.99,0,,0.01,11.88,0,7,0,1,14
2075,19832,1188.0,1188,5.33,5.33,0,,0.12,142.56,0,64,0,1,19
2076,20067,1188.0,1188,5.33,5.33,0,,0.28,332.64,0,25,0,1,16
2077,20318,1620.0,1620,5.69,5.69,0,,0.0,0.0,0,93,0,1,20
2078,20353,1242.0,2484,5.33,10.67,0,,0.0,0.0,0,0,1,2,9
2079,20566,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,1,1,1
2080,20671,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2081,20733,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2082,21077,1188.0,1188,6.92,6.92,0,,0.02,23.76,0,0,0,1,2
2083,21240,1188.0,1188,6.92,6.92,0,,0.0,0.0,0,0,1,1,2
2084,21302,1620.0,1620,10.13,10.13,0,,0.55,891.0,1,293,0,1,27
2085,21539,1188.0,1188,5.33,5.33,0,,0.01,11.88,0,175,0,1,22
2086,23110,1188.0,1188,4.09,4.09,0,,0.0,0.0,0,293,0,1,25
2087,23143,2160.0,2160,8.0,8.0,1,10.0,0.63,1360.8,0,298,0,1,26
2088,23146,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,56,0,1,16
2089,23215,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,19,0,1,13
2090,23423,2160.0,2160,10.13,10.13,0,,0.0,0.0,0,0,0,1,3
2091,23468,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,121,0,1,20
2092,23497,1188.0,1188,5.33,5.33,0,,0.06,71.28,0,0,0,1,1
2093,23899,1080.0,1080,6.92,6.92,1,8.0,0.85,918.0,0,0,0,1,2
2094,24267,1188.0,1188,5.99,5.99,0,,0.0,0.0,0,0,0,1,2
2095,24399,2160.0,2160,5.33,5.33,0,,0.99,2138.4,1,140,0,1,22
2096,24777,216.0,216,5.33,5.33,1,10.0,0.0,0.0,0,0,0,1,1
2097,25209,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2098,25434,1188.0,1188,8.0,8.0,0,,0.0,0.0,0,0,0,1,3
2099,25503,1620.0,1620,8.61,8.61,0,,0.0,0.0,0,0,0,1,3
2100,25534,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,3,0,1,11
2101,25579,2160.0,2160,7.99,7.99,0,,0.0,0.0,0,0,1,1,3
2102,26116,1890.0,3780,5.33,10.67,0,,0.0,0.0,0,0,1,2,9
2103,26178,1188.0,1188,5.33,5.33,0,,0.06,71.28,0,4,0,1,11
2104,26681,648.0,648,5.33,5.33,0,,0.5,324.0,0,327,0,1,25
2105,26794,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,68,0,1,19
2106,27829,2160.0,2160,5.33,5.33,1,8.0,0.23,496.8,0,6,0,1,13
2107,28032,1188.0,1188,5.33,5.33,1,10.0,0.16,190.08,0,33,0,1,16
2108,28722,1188.0,1188,5.33,5.33,0,,0.02,23.76,0,266,0,1,25
2109,28778,1188.0,1188,6.92,6.92,0,,0.0,0.0,0,0,0,1,2
2110,29319,648.0,648,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2111,30095,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,1,1,1
2112,30361,1188.0,1188,5.87,5.87,1,8.0,0.34,403.92,0,147,0,1,23
2113,30433,1188.0,1188,6.92,6.92,1,8.0,0.22,261.36,0,27,0,1,17
2114,30510,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,92,1,1,19
2115,31669,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2116,31712,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2117,32503,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,31,1,1,16
2118,32839,2160.0,2160,5.69,5.69,0,,0.2,432.0,0,234,0,1,25
2119,33140,1188.0,1188,8.0,8.0,1,8.0,0.1,118.8,0,5,0,1,14
2120,253,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,23,0,1,14
2121,359,2160.0,2160,8.0,8.0,0,,0.04,86.4,0,176,0,1,24
2122,1090,1620.0,1620,8.99,8.99,1,10.0,0.22,356.4,0,39,0,1,18
2123,1176,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,1,1,1,10
2124,1398,1188.0,1188,6.09,6.09,0,,0.0,0.0,0,0,0,1,2
2125,2354,1620.0,1620,5.99,5.99,0,,0.0,0.0,0,67,0,1,20
2126,2669,1890.0,3780,8.0,16.0,0,,0.0,0.0,0,0,1,2,9
2127,2710,1188.0,1188,5.33,5.33,0,,0.12,142.56,0,94,0,1,19
2128,3250,1188.0,1188,6.92,6.92,1,10.0,0.07,83.16,1,110,0,1,20
2129,3725,1188.0,1188,5.33,5.33,0,,0.01,11.88,0,29,0,1,16
2130,4504,1188.0,1188,4.12,4.12,0,,0.03,35.64,0,188,0,1,22
2131,4597,2160.0,2160,10.13,10.13,0,,0.0,0.0,0,0,0,1,3
2132,4630,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,36,0,1,16
2133,4690,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2134,4721,1188.0,1188,6.92,6.92,1,6.0,0.08,95.04,0,144,0,1,23
2135,4728,648.0,648,5.33,5.33,0,,0.45,291.6,0,90,0,1,19
2136,5051,1188.0,1188,10.13,10.13,0,,0.0,0.0,0,10,0,1,15
2137,5087,2160.0,2160,7.99,7.99,0,,0.0,0.0,0,0,1,1,3
2138,5142,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,178,1,1,24
2139,5143,1188.0,1188,4.09,4.09,0,,0.0,0.0,0,0,0,1,1
2140,5467,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,1,0,1,10
2141,6096,1188.0,1188,8.61,8.61,0,,0.1,118.8,0,22,0,1,15
2142,6131,1188.0,1188,5.99,5.99,0,,0.02,23.76,0,0,0,1,2
2143,6362,2160.0,2160,5.33,5.33,0,,0.05,108.0,0,162,0,1,22
2144,6464,1188.0,1188,8.0,8.0,0,,0.0,0.0,0,268,0,1,26
2145,6908,1080.0,1080,6.92,6.92,0,,0.08,86.4,0,8,0,1,14
2146,6977,1188.0,1188,5.33,5.33,0,,0.82,974.16,0,22,0,1,13
2147,7037,1404.0,5616,5.33,21.33,0,,0.0,0.0,0,0,1,4,9
2148,7051,1188.0,1188,5.33,5.33,0,,0.31,368.28,0,203,0,1,23
2149,7280,2160.0,2160,5.33,5.33,0,,0.06,129.6,0,0,0,1,1
2150,7511,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2151,7534,324.0,324,10.13,10.13,0,,0.0,0.0,0,0,1,1,3
2152,7632,1890.0,3780,9.06,18.13,0,,0.0,0.0,0,202,1,2,27
2153,7651,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2154,7703,1188.0,1188,5.33,5.33,0,,0.22,261.36,0,69,0,1,19
2155,7859,1080.0,1080,7.72,7.72,0,,0.66,712.8,1,100,0,1,20
2156,7940,1188.0,1188,8.0,8.0,1,6.0,0.0,0.0,0,0,0,1,3
2157,8860,1620.0,1620,5.87,5.87,1,10.0,0.0,0.0,0,1,1,1,11
2158,9005,1188.0,4752,7.33,29.33,0,,0.0,0.0,0,210,1,4,27
2159,9110,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,191,1,1,22
2160,9158,1188.0,1188,6.92,6.92,0,,0.04,47.52,0,256,0,1,26
2161,9189,2160.0,2160,6.13,6.13,0,,0.0,0.0,0,0,0,1,2
2162,9246,1620.0,1620,5.33,5.33,0,,0.16,259.2,0,26,0,1,16
2163,9455,1188.0,1188,5.33,5.33,1,7.0,1.0,1188.0,2,92,0,1,19
2164,9762,2160.0,2160,5.33,5.33,0,,0.03,64.8,0,238,0,1,25
2165,9773,216.0,216,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2166,10097,2160.0,2160,4.09,4.09,0,,0.0,0.0,0,0,0,1,1
2167,10115,1188.0,1188,4.09,4.09,0,,0.0,0.0,0,0,0,1,1
2168,10346,1080.0,1080,5.33,5.33,0,,0.0,0.0,0,176,1,1,22
2169,11036,2160.0,2160,6.92,6.92,0,,0.0,0.0,0,8,0,1,14
2170,11062,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2171,11153,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,29,0,1,16
2172,11542,1188.0,1188,6.09,6.09,0,,0.0,0.0,0,44,1,1,17
2173,11549,1188.0,1188,8.0,8.0,0,,0.72,855.36,0,28,0,1,17
2174,11611,1080.0,1080,6.13,6.13,0,,0.0,0.0,0,0,0,1,2
2175,11712,1620.0,1620,10.13,10.13,0,,0.9,1458.0,0,28,0,1,18
2176,11782,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,1,1,1
2177,12380,648.0,648,5.33,5.33,0,,0.02,12.96,0,0,0,1,1
2178,12569,1188.0,1188,10.13,10.13,0,,0.0,0.0,0,0,0,1,3
2179,12709,2160.0,2160,5.87,5.87,0,,0.0,0.0,0,38,0,1,17
2180,13437,2160.0,2160,6.92,6.92,0,,0.0,0.0,0,0,0,1,2
2181,13500,648.0,648,5.33,5.33,1,7.0,0.0,0.0,0,0,1,1,1
2182,13877,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2183,13964,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,152,1,1,22
2184,14323,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2185,14352,2160.0,2160,7.99,7.99,0,,0.0,0.0,0,0,0,1,3
2186,14976,540.0,540,10.13,10.13,0,,0.0,0.0,0,0,0,1,3
2187,15065,2160.0,2160,5.33,5.33,1,10.0,0.38,820.8,0,5,0,1,13
2188,15278,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2189,15298,1296.0,3888,5.33,16.0,0,,0.0,0.0,0,284,1,3,27
2190,15403,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,173,1,1,22
2191,15440,2160.0,2160,6.13,6.13,0,,0.0,0.0,0,236,1,1,26
2192,15801,1188.0,1188,5.33,5.33,0,,0.06,71.28,0,13,0,1,13
2193,15808,2160.0,2160,10.13,10.13,0,,0.09,194.4,0,10,0,1,15
2194,15959,1620.0,1620,8.0,8.0,1,9.0,0.0,0.0,2,305,1,1,26
2195,16125,1188.0,1188,8.0,8.0,0,,0.0,0.0,0,1,0,1,12
2196,16460,1188.0,1188,5.33,5.33,0,,0.03,35.64,0,2,0,1,11
2197,16595,1188.0,1188,10.38,10.38,0,,0.09,106.92,0,17,0,1,15
2198,16622,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,1,1,1
2199,16666,1188.0,1188,5.99,5.99,0,,0.02,23.76,0,329,0,1,26
2200,17116,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,2,0,1,11
2201,17623,1188.0,1188,6.13,6.13,0,,0.0,0.0,0,0,0,1,2
2202,17663,1188.0,1188,6.92,6.92,0,,0.0,0.0,0,296,0,1,26
2203,17710,2160.0,2160,5.87,5.87,0,,0.0,0.0,0,0,0,1,2
2204,17828,2160.0,2160,5.99,5.99,0,,0.0,0.0,0,0,0,1,2
2205,18055,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2206,18263,1188.0,1188,8.0,8.0,0,,0.0,0.0,0,0,0,1,3
2207,18481,1620.0,1620,6.92,6.92,0,,0.0,0.0,0,0,0,1,2
2208,18877,324.0,324,7.72,7.72,0,,0.0,0.0,0,0,0,1,3
2209,18971,2160.0,2160,5.33,5.33,1,10.0,0.05,108.0,0,27,0,1,16
2210,19088,1188.0,1188,5.33,5.33,0,,0.11,130.68,0,234,0,1,25
2211,19136,1188.0,1188,5.33,5.33,0,,0.13,154.44,0,196,0,1,23
2212,19361,1080.0,1080,6.09,6.09,0,,0.0,0.0,0,0,0,1,2
2213,19541,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2214,19607,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2215,19768,1188.0,1188,5.33,5.33,0,,0.63,748.44,0,2,0,1,11
2216,19931,1188.0,1188,5.33,5.33,0,,0.06,71.28,0,227,0,1,25
2217,20051,1620.0,1620,8.0,8.0,0,,0.0,0.0,0,10,0,1,15
2218,20162,1188.0,1188,5.33,5.33,1,10.0,0.06,71.28,0,58,0,1,19
2219,20196,1188.0,1188,6.09,6.09,1,10.0,0.07,83.16,0,5,0,1,14
2220,20249,1620.0,1620,7.77,7.77,0,,0.0,0.0,0,0,1,1,3
2221,20346,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2222,20378,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,1,1,1
2223,21160,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2224,21275,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2225,21711,1188.0,1188,9.5,9.5,0,,0.0,0.0,0,0,0,1,3
2226,21728,2160.0,2160,10.13,10.13,1,10.0,0.81,1749.6,0,226,0,1,27
2227,22132,1188.0,1188,5.99,5.99,1,10.0,0.95,1128.6,0,206,0,1,23
2228,22401,1188.0,1188,8.0,8.0,0,,0.0,0.0,0,0,0,1,3
2229,22755,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2230,22871,1188.0,1188,5.99,5.99,0,,0.62,736.56,0,125,0,1,20
2231,22939,1188.0,1188,5.33,5.33,0,,0.02,23.76,0,42,0,1,16
2232,23303,2160.0,2160,5.33,5.33,1,10.0,1.0,2160.0,0,267,0,1,25
2233,23314,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,59,0,1,19
2234,23732,648.0,648,5.33,5.33,0,,1.0,648.0,0,182,0,1,22
2235,24058,1188.0,1188,4.09,4.09,0,,0.0,0.0,0,163,1,1,22
2236,24534,1188.0,1188,6.09,6.09,0,,0.0,0.0,0,0,0,1,2
2237,24691,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2238,24693,1188.0,1188,5.99,5.99,0,,0.24,285.12,0,284,0,1,26
2239,24815,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,3,0,1,11
2240,25160,1188.0,1188,10.13,10.13,1,7.0,0.01,11.88,0,0,0,1,3
2241,25161,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2242,25332,1188.0,1188,10.13,10.13,0,,0.0,0.0,0,22,0,1,15
2243,25478,324.0,324,5.33,5.33,0,,0.0,0.0,0,37,1,1,16
2244,25487,2160.0,2160,5.33,5.33,1,10.0,0.25,540.0,0,240,0,1,25
2245,25630,1620.0,1620,4.09,4.09,0,,0.29,469.8,0,18,0,1,13
2246,26162,1080.0,1080,5.99,5.99,1,10.0,0.91,982.8,0,157,0,1,23
2247,26180,2160.0,2160,5.87,5.87,0,,0.0,0.0,0,1,0,1,11
2248,26337,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,176,0,1,22
2249,26352,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,67,0,1,19
2250,26442,1188.0,1188,5.99,5.99,0,,0.0,0.0,0,27,1,1,17
2251,26720,756.0,756,5.33,5.33,0,,0.0,0.0,0,85,1,1,19
2252,26753,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2253,26997,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,129,0,1,22
2254,27003,1188.0,1188,8.0,8.0,0,,0.0,0.0,0,6,1,1,14
2255,27373,1620.0,1620,6.92,6.92,0,,0.0,0.0,0,0,0,1,2
2256,27382,1620.0,1620,8.0,8.0,0,,0.0,0.0,0,0,0,1,3
2257,27437,1188.0,1188,5.33,5.33,1,6.0,0.74,879.12,1,44,0,1,16
2258,27454,1188.0,1188,5.33,5.33,1,10.0,0.41,487.08,0,252,0,1,25
2259,27754,2160.0,2160,5.33,5.33,0,,0.04,86.4,0,1,0,1,10
2260,28007,2160.0,2160,5.33,5.33,0,,0.07,151.2,0,49,0,1,16
2261,28466,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,1,1,1
2262,28479,1188.0,1188,5.33,5.33,0,,0.29,344.52,0,170,0,1,22
2263,28501,1620.0,1620,10.13,10.13,1,10.0,0.0,0.0,1,245,1,1,27
2264,28724,1620.0,1620,8.0,8.0,0,,0.98,1587.6,0,287,0,1,26
2265,29032,1080.0,1080,5.33,5.33,0,,0.0,0.0,0,178,0,1,22
2266,29151,648.0,648,7.99,7.99,0,,0.51,330.48,0,12,0,1,14
2267,29250,1188.0,1188,6.09,6.09,1,10.0,0.0,0.0,0,59,1,1,20
2268,29487,2160.0,2160,8.0,8.0,0,,0.03,64.8,0,110,0,1,21
2269,29734,1476.0,4428,8.53,25.6,0,,0.0,0.0,0,0,1,3,9
2270,29742,2160.0,2160,7.99,7.99,0,,0.0,0.0,0,0,0,1,3
2271,29990,1080.0,1080,8.0,8.0,0,,0.0,0.0,0,0,0,1,3
2272,30086,1188.0,1188,33.91,33.91,1,6.0,1.0,1188.0,0,0,0,1,3
2273,30922,1134.0,4536,10.13,40.53,0,,0.0,0.0,0,28,1,4,18
2274,30952,1188.0,1188,7.77,7.77,0,,0.12,142.56,0,11,0,1,14
2275,30971,1188.0,1188,6.13,6.13,1,10.0,0.8,950.4,1,158,0,1,23
2276,31406,2160.0,2160,5.99,5.99,0,,0.0,0.0,0,302,0,1,26
2277,31440,648.0,648,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2278,31702,2160.0,2160,5.99,5.99,0,,0.0,0.0,0,0,0,1,2
2279,31909,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2280,32523,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,0,0,1,3
2281,32652,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,122,0,1,20
2282,33040,1620.0,1620,5.33,5.33,1,10.0,0.28,453.6,0,101,0,1,19
2283,33180,1620.0,1620,4.62,4.62,0,,0.0,0.0,0,0,0,1,1
2284,33337,1188.0,1188,5.33,5.33,0,,0.16,190.08,0,265,0,1,25
2285,461,1188.0,1188,10.13,10.13,0,,0.0,0.0,0,169,0,1,24
2286,961,756.0,1512,7.73,15.47,0,,0.0,0.0,0,0,1,2,9
2287,1410,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,1
2288,2913,2160.0,2160,7.99,7.99,0,,0.0,0.0,0,207,0,1,24
2289,4680,1188.0,1188,10.13,10.13,0,,0.0,0.0,0,0,0,1,3
2290,4900,1188.0,1188,10.13,10.13,0,,0.0,0.0,0,2,0,1,12
2291,4970,1188.0,1188,7.85,7.85,1,10.0,0.3,356.4,0,6,0,1,14
2292,5358,1620.0,1620,10.13,10.13,0,,0.0,0.0,0,30,1,1,18
2293,5673,2160.0,2160,7.99,7.99,1,9.0,0.24,518.4,0,39,0,1,17
2294,5757,216.0,216,10.13,10.13,0,,0.0,0.0,0,0,0,1,3
2295,7346,1242.0,2484,10.13,20.27,1,9.0,0.0,0.0,0,181,1,2,27
2296,8760,2160.0,2160,7.99,7.99,0,,0.0,0.0,0,0,0,1,3
2297,9147,1404.0,2808,15.47,30.93,1,10.0,0.0,0.0,0,0,1,2,9
2298,10696,2160.0,2160,7.99,7.99,0,,0.02,43.2,0,8,0,1,14
2299,11467,1620.0,1620,10.75,10.75,0,,0.0,0.0,0,0,0,1,3
2300,11777,1620.0,1620,5.33,5.33,0,,0.2,324.0,0,25,0,1,16
2301,12621,1620.0,1620,15.53,15.53,1,10.0,0.59,955.8,0,291,0,1,27
2302,14800,1188.0,1188,10.13,10.13,0,,0.0,0.0,0,80,1,1,21
2303,14886,1080.0,1080,6.92,6.92,1,10.0,0.7,756.0,0,136,0,1,23
2304,17424,1188.0,1188,6.92,6.92,0,,0.06,71.28,0,259,0,1,26
2305,19952,1620.0,1620,11.39,11.39,1,10.0,0.0,0.0,1,62,1,1,21
2306,20838,1188.0,1188,5.33,5.33,1,10.0,0.93,1104.84,0,280,0,1,25
2307,21295,1620.0,1620,10.13,10.13,0,,0.0,0.0,0,0,0,1,3
2308,22581,1188.0,1188,10.13,10.13,0,,0.0,0.0,0,0,0,1,3
2309,22797,1188.0,1188,5.33,5.33,1,10.0,0.0,0.0,0,153,1,1,22
2310,23095,1890.0,3780,6.66,13.33,0,,0.0,0.0,0,327,1,2,27
2311,23874,1620.0,1620,10.13,10.13,0,,0.0,0.0,0,136,1,1,24
2312,26262,1620.0,1620,10.13,10.13,1,9.0,0.23,372.6,0,46,0,1,18
2313,26739,1188.0,1188,5.33,5.33,0,,0.24,285.12,0,296,0,1,25
2314,27041,324.0,324,19.73,19.73,0,,0.83,268.92,0,219,0,1,27
2315,28986,1188.0,1188,10.13,10.13,0,,1.0,1188.0,0,21,0,1,15
